target,guesses,guess_count,is_common,won_in_6
cohos,slate-hokum-johns-bohos-cohos,5,False,True
coifs,slate-hokum-boson-corps-coffs-coifs,6,False,True
coign,slate-crony-conch-codon-coign,5,False,True
coils,slate-locus-cools-coils,4,True,True
coins,slate-hokum-boson-noisy-coins,5,True,True
coirs,slate-hokum-boson-corps-coirs,5,False,True
coits,slate-forum-tooth-costs-coits,5,False,True
coked,slate-diner-moped-oxbow-yoked-joked-coked,7,False,False
cokes,slate-runes-feces-vodka-cokes,5,True,True
cokey,slate-diner-chomp-covey-cokey,5,False,True
colas,slate-balsa-aglus-colas,4,False,True
colby,slate-dilly-bulky-colby,4,False,True
colds,slate-locus-cools-colds,4,True,True
coled,slate-never-dumpy-oiled-holed-coled,6,False,True
coles,slate-loser-whomp-coles,4,True,True
coley,slate-never-dumpy-holey-coley,5,True,True
colic,slate-dilly-folic-colic,4,True,True
colin,slate-dilly-folic-colin,4,True,True
colle,slate-bingo-whole-joule-colle,5,False,True
colls,slate-locus-cools-coils-colls,5,False,True
colly,slate-dilly-befog-lymph-jolly-colly,6,False,True
colog,slate-dilly-color-colon-colog,5,False,True
colon,slate-dilly-color-colon,4,True,True
color,slate-dilly-color,3,True,True
colts,slate-lusty-vouch-colts,4,True,True
colza,slate-molar-polka-holla-colza,5,False,True
comae,slate-corgi-comae,3,False,True
comal,slate-molar-comal,3,False,True
comas,slate-oasis-comas,3,True,True
combe,slate-doing-bocce-combe,4,True,True
combi,slate-crony-couch-combo-combi,5,False,True
combo,slate-crony-couch-combo,4,True,True
combs,slate-hokum-mossy-brown-combs,5,True,True
comby,slate-crony-cocky-comfy-comby,5,False,True
comer,slate-diner-whomp-mover-comer,5,True,True
comes,slate-runes-feces-vodka-comes,5,True,True
comet,slate-titer-venue-comet,4,True,True
comfy,slate-crony-cocky-comfy,4,True,True
comic,slate-crony-couch-comic,4,True,True
comix,slate-crony-couch-combo-comix,5,False,True
comma,slate-corny-cocoa-comma,4,True,True
comme,slate-doing-bocce-coupe-comme,5,True,True
commo,slate-crony-couch-combo-commo,5,False,True
comms,slate-hokum-mossy-brown-comps-comms,6,False,True
commy,slate-crony-cocky-comfy-comby-commy,6,False,True
compo,slate-crony-couch-combo-commo-compo,6,False,True
comps,slate-hokum-mossy-brown-comps,5,True,True
compt,slate-count-cobot-compt,4,False,True
comte,slate-turbo-emote-comte,4,True,True
comus,slate-hokum-modus-comus,4,False,True
conch,slate-crony-conch,3,True,True
condo,slate-crony-conch-condo,4,True,True
coned,slate-diner-botch-coned,4,True,True
cones,slate-runes-crimp-cones,4,True,True
conex,slate-diner-honey-conex,4,False,True
coney,slate-diner-honey-money-boney-coney,6,False,True
confs,slate-hokum-boson-noisy-dongs-confs,6,False,True
conga,slate-corny-conga,3,True,True
conge,slate-doing-conge,3,False,True
congo,slate-crony-conch-condo-congo,5,False,True
conia,slate-corny-conga-conia,4,False,True
conic,slate-crony-conch-conic,4,True,True
conin,slate-crony-conch-condo-conin,5,False,True
conks,slate-hokum-crowd-cocks-conks,5,False,True
conky,slate-crony-conky,3,False,True
conne,slate-doing-borne-conne,4,False,True
conns,slate-hokum-boson-noisy-dongs-confs-conns,7,False,False
conte,slate-turbo-emote-conte,4,False,True
conto,slate-briny-month-conto,4,False,True
conus,slate-hokum-bonus-conus,4,False,True
convo,slate-crony-conch-condo-congo-convo,6,False,True
cooch,slate-crony-chock-cooch,4,False,True
cooed,slate-diner-moped-oxbow-cooed,5,True,True
cooee,slate-doing-bocce-coupe-comme-cohoe-cooee,7,False,False
cooer,slate-diner-whomp-cooer,4,False,True
cooey,slate-diner-chomp-cooey,4,False,True
coofs,slate-hokum-boson-dwarf-coofs,5,False,True
cooks,slate-hokum-crowd-cooks,4,True,True
cooky,slate-crony-choky-cooky,4,False,True
cools,slate-locus-cools,3,True,True
cooly,slate-dilly-scowl-cooly,4,False,True
coomb,slate-crony-chock-coomb,4,False,True
cooms,slate-hokum-mossy-brown-cooms,5,False,True
coomy,slate-crony-choky-coomy,4,False,True
coons,slate-hokum-boson-coons,4,True,True
coops,slate-hokum-boson-dwarf-poops-coops,6,False,True
coopt,slate-count-cobot-coopt,4,False,True
coost,slate-trout-boost-coost,4,False,True
coots,slate-forum-tooth-boots-coots,5,False,True
cooty,slate-briny-potty-cooty,4,False,True
cooze,slate-doing-bocce-coupe-comme-cohoe-cooee-cooze,8,False,False
copal,slate-molar-local-copal,4,False,True
copay,slate-corny-copay,3,True,True
coped,slate-diner-moped-coped,4,True,True
copen,slate-diner-smock-coven-cohen-copen,6,False,True
coper,slate-diner-whomp-poker-roper-coper,6,False,True
copes,slate-runes-feces-vodka-comes-copes,6,False,True
copha,slate-corny-cocoa-comma-cobia-copha,6,False,True
coppy,slate-crony-cocky-comfy-cobby-coppy,6,False,True
copra,slate-corny-cobra-copra,4,False,True
copse,slate-rosin-dumpy-copse,4,True,True
copsy,slate-hokum-boson-corps-copsy,5,False,True
coqui,slate-crony-couch-coqui,4,False,True
coral,slate-molar-coral,3,True,True
coram,slate-corny-coram,3,False,True
corbe,slate-doing-bocce-combe-corbe,5,False,True
corby,slate-crony-corky-corby,4,True,True
corda,slate-corny-coram-corda,4,False,True
cords,slate-hokum-boson-corps-cords,5,True,True
cored,slate-diner-befog-rodeo-cored,5,True,True
corer,slate-diner-whomp-rocky-cover-corer,6,True,True
cores,slate-runes-porch-cores,4,True,True
corey,slate-diner-creek-corey,4,False,True
corgi,slate-crony-curio-corgi,4,True,True
coria,slate-corny-coram-corda-coria,5,False,True
corks,slate-hokum-crowd-corks,4,True,True
corky,slate-crony-corky,3,True,True
corms,slate-hokum-mossy-brown-dorms-forms-corms,7,False,False
corni,slate-crony-corni,3,False,True
corno,slate-crony-corni-corno,4,False,True
corns,slate-hokum-boson-noisy-dongs-corns,6,True,True
cornu,slate-crony-corni-corno-cornu,5,False,True
corny,slate-crony-corny,3,True,True
corps,slate-hokum-boson-corps,4,True,True
corse,slate-rosin-worse-horse-gorse-morse-corse,7,False,False
corso,slate-hokum-boson-dwarf-corso,5,True,True
cosec,slate-runes-mosey-whips-dosed-cosec,6,False,True
cosed,slate-runes-mosey-whips-dosed-cosed,6,False,True
coses,slate-runes-feces-vodka-comes-copes-coses,7,False,False
coset,slate-cruet-coset,3,False,True
cosey,slate-runes-mosey-posey-bosey-cosey,6,False,True
cosie,slate-rosin-bosie-cosie,4,False,True
costa,slate-nymph-vista-costa,4,True,True
coste,slate-piste-coste,3,False,True
costs,slate-forum-tooth-costs,4,True,True
cotan,slate-tabor-adopt-cotan,4,False,True
cotch,slate-count-cotch,3,False,True
coted,slate-titer-often-doted-voted-coted,6,False,True
cotes,slate-cruet-cites-cetes-cotes,5,False,True
coths,slate-trout-goths-moths-coths,5,False,True
cotta,slate-taint-gotta-cotta,4,False,True
cotts,slate-forum-tooth-botts-cotts,5,False,True
couch,slate-crony-couch,3,True,True
coude,slate-doing-horde-coude,4,False,True
cough,slate-crony-couch-cough,4,True,True
could,slate-dilly-would-could,4,True,True
count,slate-count,2,True,True
coupe,slate-doing-bocce-coupe,4,True,True
coups,slate-hokum-unify-pours-coups,5,False,True
courb,slate-crony-curio-courb,4,False,True
courd,slate-crony-curio-courb-courd,5,False,True
coure,slate-doing-bocce-coupe-coure,5,False,True
cours,slate-hokum-unify-pours-cours,5,False,True
court,slate-count-court,3,True,True
couta,slate-taint-aorta-couta,4,False,True
couth,slate-briny-mouth-couth,4,True,True
coved,slate-diner-moped-oxbow-yoked-coded-coved,7,False,False
coven,slate-diner-smock-coven,4,True,True
cover,slate-diner-whomp-rocky-cover,5,True,True
coves,slate-runes-feces-vodka-coves,5,True,True
covet,slate-titer-venue-covet,4,True,True
covey,slate-diner-chomp-covey,4,True,True
covin,slate-crony-conch-codon-coign-covin,6,False,True
cowal,slate-molar-local-copal-cowal,5,False,True
cowan,slate-corny-conga-cowan,4,True,True
cowed,slate-diner-moped-oxbow-wives-cowed,6,True,True
cower,slate-diner-whomp-cower,4,True,True
cowks,slate-hokum-crowd-cowks,4,False,True
cowls,slate-locus-cools-coils-colls-cowls,6,False,True
cowps,slate-hokum-boson-corps-cowps,5,False,True
cowry,slate-crony-corky-cowry,4,False,True
coxae,slate-corgi-comae-coxae,4,False,True
coxal,slate-molar-local-copal-cowal-coxal,6,False,True
coxed,slate-diner-moped-oxbow-coxed,5,True,True
coxes,slate-runes-feces-vodka-comes-copes-coses-coxes,8,False,False
coxib,slate-crony-couch-combo-coxib,5,False,True
coyau,slate-corny-coyau,3,False,True
coyed,slate-diner-moped-oxbow-yoked-coyed,6,False,True
coyer,slate-diner-whomp-rocky-coyer,5,False,True
coyly,slate-dilly-scowl-coyly,4,True,True
coypu,slate-crony-coypu,3,False,True
cozed,slate-diner-moped-oxbow-yoked-coded-coved-cozed,8,False,False
cozen,slate-diner-smock-coven-cohen-copen-cozen,7,False,False
cozes,slate-runes-feces-vodka-comes-copes-coses-coxes-cozes,9,False,False
cozey,slate-diner-chomp-covey-cokey-cozey,6,False,True
cozie,slate-doing-moxie-bowie-cozie,5,False,True
craal,slate-curia-crawl-craal,4,False,True
crabs,slate-curbs-crabs,3,True,True
crack,slate-churn-yikes-crack,4,True,True
craft,slate-grunt-tract-craft,4,True,True
crags,slate-curbs-crass-crags,4,True,True
craic,slate-churn-yikes-craig-craic,5,False,True
craig,slate-churn-yikes-craig,4,True,True
crake,slate-prick-crake,3,False,True
crame,slate-prick-zones-crave-crame,5,False,True
cramp,slate-churn-yikes-cramp,4,True,True
crams,slate-curbs-crass-crags-craps-crams,6,False,True
crane,slate-prick-zones-crane,4,True,True
crank,slate-churn-crank,3,True,True
crans,slate-curbs-crass-crags-craps-crams-crans,7,False,False
crape,slate-prick-crape,3,False,True
craps,slate-curbs-crass-crags-craps,5,True,True
crapy,slate-churn-yikes-crazy-crapy,5,False,True
crare,slate-prick-zones-crave-crame-crare,6,False,True
crash,slate-curbs-crash,3,True,True
crass,slate-curbs-crass,3,True,True
crate,slate-corgi-crate,3,True,True
crave,slate-prick-zones-crave,4,True,True
crawl,slate-curia-crawl,3,True,True
craws,slate-curbs-crass-crags-craps-crams-crans-craws,8,False,False
crays,slate-curbs-crass-crags-craps-crams-crans-craws-crays,9,False,False
craze,slate-prick-zones-craze,4,True,True
crazy,slate-churn-yikes-crazy,4,True,True
creak,slate-radar-wombs-freak-creak,5,True,True
cream,slate-radar-wombs-cream,4,True,True
credo,slate-diner-redux-credo,4,True,True
creds,slate-runes-press-crews-creds,5,False,True
creed,slate-diner-befog-creed,4,True,True
creek,slate-diner-creek,3,True,True
creel,slate-never-creel,3,False,True
creep,slate-diner-creek-creep,4,True,True
crees,slate-runes-porch-cries-crees,5,False,True
crein,slate-diner-reign-crein,4,False,True
crema,slate-radar-opera-crema,4,True,True
creme,slate-doing-scrum-creme,4,True,True
crems,slate-runes-press-crews-creds-crems,6,False,True
crena,slate-radar-opera-crema-crena,5,False,True
crepe,slate-doing-scrum-crepe,4,True,True
creps,slate-runes-press-creps,4,False,True
crept,slate-titer-erect-crept,4,True,True
crepy,slate-diner-merry-crepy,4,False,True
cress,slate-runes-press-dress-cress,5,True,True
crest,slate-cruet-crest,3,True,True
crewe,slate-doing-scrum-crepe-crewe,5,True,True
crews,slate-runes-press-crews,4,True,True
crias,slate-oasis-minas-arias-crias,5,False,True
cribo,slate-crony-cribo,3,False,True
cribs,slate-hokum-crisp-cribs,4,True,True
crick,slate-crony-crumb-crick,4,True,True
cried,slate-diner-pricy-cried,4,True,True
crier,slate-diner-crier,3,True,True
cries,slate-runes-porch-cries,4,True,True
crime,slate-doing-crumb-crime,4,True,True
crimp,slate-crony-crumb-crimp,4,True,True
crims,slate-hokum-missy-brims-crims,5,False,True
crine,slate-doing-urine-brine-crine,5,False,True
crink,slate-crony-crink,3,False,True
crins,slate-hokum-crisp-cribs-crins,5,False,True
crios,slate-hokum-cross-crios,4,False,True
cripe,slate-doing-crumb-cripe,4,False,True
crips,slate-hokum-crisp-crips,4,True,True
crise,slate-rosin-frise-prise-brise-crise,6,False,True
crisp,slate-hokum-crisp,3,True,True
criss,slate-hokum-crisp-criss,4,True,True
crith,slate-briny-fritz-crith,4,False,True
crits,slate-forum-brits-grits-crits,5,False,True
croak,slate-corny-croak,3,True,True
croci,slate-crony-crock-croci,4,False,True
crock,slate-crony-crock,3,True,True
crocs,slate-hokum-cross-crops-crows-crocs,6,False,True
croft,slate-count-croft,3,False,True
crogs,slate-hokum-cross-crops-crows-crocs-crogs,7,False,False
cromb,slate-crony-crock-crowd-croup-cromb,6,False,True
crome,slate-doing-probe-froze-crome,5,False,True
crone,slate-doing-prone-crone,4,True,True
cronk,slate-crony-cronk,3,False,True
crons,slate-hokum-cross-crops-crows-crocs-crogs-crons,8,False,False
crony,slate-crony,2,True,True
crook,slate-crony-crock-crook,4,True,True
crool,slate-dilly-prowl-brool-crool,5,False,True
croon,slate-crony-croon,3,True,True
crops,slate-hokum-cross-crops,4,True,True
crore,slate-doing-probe-froze-crome-crore,6,False,True
cross,slate-hokum-cross,3,True,True
crost,slate-trout-frost-crost,4,False,True
croup,slate-crony-crock-crowd-croup,5,True,True
crout,slate-count-chout-crout,4,False,True
crowd,slate-crony-crock-crowd,4,True,True
crowl,slate-dilly-prowl-growl-crowl,5,False,True
crown,slate-crony-croon-crown,4,True,True
crows,slate-hokum-cross-crops-crows,5,True,True
croze,slate-doing-probe-froze-croze,5,False,True
cruck,slate-crony-crumb-cruck,4,False,True
crude,slate-doing-crude,3,True,True
crudo,slate-crony-cribo-crudo,4,False,True
cruds,slate-hokum-gussy-usurp-bruvs-cruds,6,False,True
crudy,slate-crony-crudy,3,False,True
cruel,slate-never-cruel,3,True,True
crues,slate-runes-urges-crues,4,False,True
cruet,slate-titer-greet-cruet,4,True,True
cruft,slate-count-cruft,3,False,True
crumb,slate-crony-crumb,3,True,True
crump,slate-crony-crumb-crump,4,True,True
crunk,slate-crony-crink-crunk,4,False,True
cruor,slate-crony-cribo-cruor,4,False,True
crura,slate-corny-cigar-crura,4,False,True
cruse,slate-rosin-purse-cruse,4,False,True
crush,slate-hokum-pubic-crush,4,True,True
crust,slate-trout-crust,3,True,True
crusy,slate-hokum-gussy-crusy,4,False,True
cruve,slate-doing-scrum-cruve,4,False,True
crwth,slate-briny-truth-froth-crwth,5,False,True
cryer,slate-diner-whomp-fryer-cryer,5,False,True
cryne,slate-doing-penne-cryne,4,False,True
crypt,slate-count-crypt,3,True,True
ctene,slate-chirp-ctene,3,False,True
cubby,slate-crony-cubby,3,True,True
cubeb,slate-diner-chomp-cubeb,4,False,True
cubed,slate-diner-moped-gecko-cubed,5,True,True
cuber,slate-diner-whomp-fryer-queer-cuber,6,False,True
cubes,slate-runes-bosom-cubes,4,True,True
cubic,slate-crony-cubic,3,True,True
cubit,slate-count-cubit,3,True,True
cucks,slate-hokum-dusky-pubic-fucks-cucks,6,False,True
cudda,slate-corny-chica-cauda-cudda,5,False,True
cuddy,slate-crony-cubby-cuddy,4,True,True
cueca,slate-radar-hyena-omega-cueca,5,False,True
cuffo,slate-crony-couch-cuffo,4,False,True
cuffs,slate-hokum-gussy-bronc-cuffs,5,True,True
cuifs,slate-hokum-gussy-bronc-cuffs-cuifs,6,False,True
cuing,slate-crony-chunk-cuing,4,True,True
cuish,slate-hokum-pubic-cuish,4,False,True
cuits,slate-forum-dusty-witch-cuits,5,False,True
cukes,slate-runes-bosom-dudes-cukes,5,False,True
culch,slate-dilly-color-culch,4,False,True
culet,slate-intel-tyler-bolet-culet,5,False,True
culex,slate-never-dumpy-kugel-culex,5,False,True
culls,slate-locus-curls-culls,4,False,True
cully,slate-dilly-befog-cully,4,True,True
culms,slate-locus-curls-culms,4,False,True
culpa,slate-molar-dally-cilia-culpa,5,True,True
culti,slate-lofty-culti,3,False,True
cults,slate-lusty-cults,3,True,True
culty,slate-lofty-culty,3,False,True
cumec,slate-diner-chomp-cumec,4,False,True
cumin,slate-crony-cinch-cumin,4,True,True
cundy,slate-crony-cundy,3,False,True
cunei,slate-diner-cunei,3,False,True
cunit,slate-count-cunit,3,False,True
cunny,slate-crony-cunny,3,False,True
cunts,slate-forum-dusty-witch-cunts,5,True,True
cupel,slate-never-dumpy-julep-cupel,5,False,True
cupid,slate-crony-cubic-cupid,4,True,True
cuppa,slate-corny-chica-cauda-cuppa,5,False,True
cuppy,slate-crony-cubby-cuddy-cuppy,5,False,True
cupro,slate-crony-curio-cupro,4,False,True
curat,slate-tabor-atria-curat,4,False,True
curbs,slate-hokum-gussy-bronc-curbs,5,True,True
curch,slate-crony-chirp-curch,4,False,True
curds,slate-hokum-gussy-bronc-curds,5,True,True
curdy,slate-crony-curry-curvy-curdy,5,False,True
cured,slate-diner-befog-creed-cured,5,True,True
curer,slate-diner-whomp-fryer-curer,5,True,True
cures,slate-runes-cures,3,True,True
curet,slate-titer-greet-buret-curet,5,False,True
curfs,slate-hokum-gussy-bronc-curds-curfs,6,False,True
curia,slate-corny-circa-curia,4,True,True
curie,slate-doing-puree-curie,4,True,True
curio,slate-crony-curio,3,True,True
curli,slate-dilly-chili-curli,4,False,True
curls,slate-locus-curls,3,True,True
curly,slate-dilly-scowl-curly,4,True,True
curns,slate-hokum-gussy-bronc-curns,5,False,True
curny,slate-crony-curny,3,False,True
currs,slate-hokum-gussy-bronc-curds-curfs-currs,7,False,False
curry,slate-crony-curry,3,True,True
curse,slate-rosin-purse-curse,4,True,True
cursi,slate-hokum-gussy-cursi,4,False,True
curst,slate-trout-burst-wurst-durst-hurst-curst,7,False,False
curve,slate-doing-scrum-curve,4,True,True
curvy,slate-crony-curry-curvy,4,True,True
cusec,slate-runes-wombs-fused-cusec,5,False,True
cushy,slate-hokum-pubic-cushy,4,True,True
cusks,slate-hokum-dusky-busks-cusks,5,False,True
cusps,slate-hokum-gussy-cusps,4,False,True
cuspy,slate-hokum-gussy-busby-cuspy,5,False,True
cusso,slate-hokum-buoys-cusso,4,False,True
cusum,slate-hokum-cusum,3,False,True
cutch,slate-count-cutup-cutch,4,False,True
cuter,slate-titer-pound-cuter,4,True,True
cutes,slate-cruet-cutes,3,False,True
cutey,slate-titer-often-meted-cutey,5,False,True
cutie,slate-chirp-cutie,3,True,True
cutin,slate-count-cutin,3,False,True
cutis,slate-trout-gutsy-cutis,4,False,True
cutto,slate-briny-mouth-cutto,4,False,True
cutty,slate-briny-potty-gutty-cutty,5,True,True
cutup,slate-count-cutup,3,True,True
cuvee,slate-doing-scrum-cuvee,4,False,True
cuzes,slate-runes-bosom-dudes-cukes-cuzes,6,False,True
cwtch,slate-count-cwtch,3,False,True
cyano,slate-churn-cyano,3,False,True
cyans,slate-curbs-chaos-cyans,4,False,True
cyber,slate-diner-whomp-fryer-cyber,5,True,True
cycad,slate-corny-cycad,3,False,True
cycas,slate-oasis-wrung-abbas-cycas,5,False,True
cycle,slate-bingo-levee-cycle,4,True,True
cyclo,slate-dilly-cyclo,3,False,True
cyder,slate-diner-odder-ruder-ceder-cyder,6,False,True
cylix,slate-dilly-cylix,3,False,True
cymae,slate-corgi-cache-cymae,4,False,True
cymar,slate-corny-cymar,3,False,True
cymas,slate-oasis-wrung-abbas-cycas-cymas,6,False,True
cymes,slate-runes-feces-vodka-cymes,5,False,True
cymol,slate-dilly-lymph-cymol,4,False,True
cynic,slate-crony-cynic,3,True,True
cysts,slate-forum-whips-cysts,4,True,True
cytes,slate-cruet-cites-cetes-cotes-cytes,6,False,True
cyton,slate-count-cyton,3,False,True
czars,slate-curbs-crass-chars-czars,5,False,True
daals,slate-psalm-defog-dials-daals,5,False,True
dabba,slate-corny-mafia-babka-dabba,5,False,True
daces,slate-ashen-frock-vapid-cades-daces,6,False,True
dacha,slate-corny-magic-dacha,4,True,True
dacks,slate-oasis-brand-dacks,4,False,True
dadah,slate-corny-mafia-dadah,4,False,True
dadas,slate-oasis-brand-dacks-dadas,5,False,True
daddy,slate-corny-budge-daddy,4,True,True
dadis,slate-oasis-mavis-nazis-cadis-dadis,6,False,True
dadla,slate-molar-daily-dadla,4,False,True
dados,slate-oasis-baons-camos-dados,5,False,True
daffs,slate-oasis-brand-dacks-dadas-daffs,6,False,True
daffy,slate-corny-budge-daffy,4,True,True
dagga,slate-corny-mafia-babka-dagga,5,False,True
daggy,slate-corny-budge-daggy,4,False,True
dagos,slate-oasis-baons-camos-dados-dagos,6,False,True
dahis,slate-oasis-mavis-nazis-cadis-dahis,6,False,True
dahls,slate-balsa-pinch-hauls-dahls,5,False,True
daiko,slate-corny-adobo-daiko,4,False,True
daily,slate-molar-daily,3,True,True
daine,slate-corgi-naive-daine,4,False,True
daint,slate-tabor-humph-faint-daint,5,False,True
dairy,slate-corny-width-dairy,4,True,True
daisy,slate-oasis-daisy,3,True,True
daker,slate-radar-daker,3,False,True
daled,slate-rangy-label-paled-daled,5,False,True
dalek,slate-rangy-label-paled-dalek,5,False,True
dales,slate-laser-whomp-vying-bales-dales,6,False,True
dalis,slate-balsa-whomp-ficus-dalis,5,False,True
dalle,slate-bangs-mulch-valve-dalle,5,False,True
dally,slate-molar-dally,3,True,True
dalts,slate-lasts-dalts,3,False,True
daman,slate-corny-admin-daman,4,False,True
damar,slate-corny-rabid-damar,4,False,True
dames,slate-ashen-frock-gumbo-dames,5,True,True
damme,slate-corgi-maybe-damme,4,True,True
damna,slate-corny-mixup-damna,4,False,True
damns,slate-oasis-brand-dawns-damns,5,False,True
damps,slate-oasis-brand-dacks-dadas-daffs-damps,7,False,False
dampy,slate-corny-budge-daffy-dampy,5,False,True
dance,slate-corgi-dance,3,True,True
dancy,slate-corny-fancy-dancy,4,False,True
danda,slate-corny-admin-panda-banda-danda,6,False,True
dandy,slate-corny-handy-dandy,4,True,True
dangs,slate-oasis-brand-hands-dangs,5,False,True
danio,slate-corny-wagon-banjo-panko-danio,6,False,True
danks,slate-oasis-brand-hands-dangs-danks,6,False,True
danny,slate-corny-nanny-danny,4,True,True
danse,slate-crump-anise-danse,4,False,True
dants,slate-nymph-wants-rants-bants-cants-dants,7,False,False
dappy,slate-corny-budge-daffy-dampy-dappy,6,False,True
daraf,slate-corny-parka-aargh-daraf,5,False,True
darbs,slate-oasis-brand-darbs,4,False,True
darcy,slate-corny-darcy,3,True,True
dared,slate-radar-epoch-faded-dared,5,True,True
darer,slate-radar-darer,3,False,True
dares,slate-ashen-frock-wormy-dares,5,True,True
darga,slate-corny-parka-barra-darga,5,False,True
dargs,slate-oasis-brand-yucky-wards-dargs,6,False,True
daric,slate-corny-march-baric-daric,5,False,True
daris,slate-oasis-mavis-nazis-cadis-dahis-daris,7,False,False
darks,slate-oasis-brand-yucky-darks,5,False,True
darky,slate-corny-parry-hardy-darky,5,False,True
darls,slate-balsa-pinch-larks-darls,5,False,True
darns,slate-oasis-brand-darns,4,False,True
darre,slate-corgi-barre-darre,4,False,True
darts,slate-nymph-vista-dwarf-darts,5,True,True
darzi,slate-corny-parka-barfi-darzi,5,False,True
dashi,slate-oasis-dashi,3,False,True
dashy,slate-oasis-raspy-washy-dashy,5,False,True
datal,slate-taint-fatal-datal,4,False,True
dated,slate-treed-gated-thumb-dated,5,True,True
dater,slate-treed-dater,3,True,True
dates,slate-asset-butch-groom-dates,5,True,True
datil,slate-taint-datil,3,False,True
datos,slate-antsy-wombs-oaths-datos,5,False,True
datto,slate-taint-scrap-fatty-batta-datto,6,False,True
datum,slate-tabor-humph-datum,4,True,True
daube,slate-corgi-maybe-daube,4,False,True
daubs,slate-oasis-brand-daubs,4,False,True
dauby,slate-corny-budge-dauby,4,False,True
dauds,slate-oasis-brand-dacks-dadas-dauds,6,False,True
dault,slate-taint-fault-vault-dault,5,False,True
daunt,slate-tabor-humph-judgy-daunt,5,True,True
daurs,slate-oasis-brand-yucky-daurs,5,False,True
dauts,slate-nymph-vista-dwarf-dauts,5,False,True
daven,slate-radar-funky-named-daven,5,False,True
davit,slate-tabor-humph-faint-davit,5,False,True
dawah,slate-corny-mafia-dadah-dawah,5,False,True
dawds,slate-oasis-brand-dacks-dadas-dauds-dawds,7,False,False
dawed,slate-radar-funky-caped-wight-jawed-dawed,7,False,False
dawen,slate-radar-funky-named-daven-dawen,6,False,True
dawgs,slate-oasis-brand-dacks-dadas-daffs-damps-dawgs,8,False,False
dawks,slate-oasis-brand-dacks-dawks,5,False,True
dawns,slate-oasis-brand-dawns,4,True,True
dawts,slate-nymph-vista-dwarf-dawts,5,False,True
dayal,slate-molar-canal-papal-dayal,5,False,True
dayan,slate-corny-mayan-dayan,4,False,True
daych,slate-corny-yucca-daych,4,False,True
daynt,slate-tabor-humph-faint-daynt,5,False,True
dazed,slate-radar-funky-caped-wight-dazed,6,True,True
dazer,slate-radar-daker-dazer,4,False,True
dazes,slate-ashen-frock-gumbo-waves-eases-dazes,7,False,False
dbags,slate-curbs-baaps-dbags,4,False,True
deads,slate-redub-heads-meads-deads,5,False,True
deair,slate-derby-deair,3,False,True
deals,slate-leash-verde-deals,4,True,True
dealt,slate-leapt-dealt,3,True,True
deans,slate-redub-heads-deans,4,False,True
deare,slate-prick-aware-deare,4,True,True
dearn,slate-derby-deair-dearn,4,False,True
dears,slate-redub-dears,3,True,True
deary,slate-derby-deary,3,False,True
deash,slate-redub-heads-deash,4,False,True
death,slate-heath-death,3,True,True
deave,slate-prick-mewed-deave,4,False,True
deaws,slate-redub-heads-deans-deaws,5,False,True
deawy,slate-derby-deawy,3,False,True
debag,slate-radar-decay-debag,4,False,True
debar,slate-radar-debar,3,True,True
debby,slate-diner-decoy-debby,4,False,True
debel,slate-never-jewel-bezel-debel,5,False,True
debes,slate-runes-feces-bedes-debes,5,False,True
debit,slate-titer-edict-debit,4,True,True
debts,slate-testy-grind-debts,4,True,True
debud,slate-diner-decoy-debug-debud,5,False,True
debug,slate-diner-decoy-debug,4,True,True
debur,slate-diner-decor-demur-debur,5,False,True
debus,slate-runes-feuds-debus,4,False,True
debut,slate-titer-pouch-debut,4,True,True
debye,slate-doing-deuce-debye,4,False,True
decad,slate-radar-decay-decaf-decad,5,False,True
decaf,slate-radar-decay-decaf,4,True,True
decal,slate-rangy-medal-decal,4,True,True
decan,slate-radar-decay-decaf-decad-decan,6,False,True
decay,slate-radar-decay,3,True,True
decim,slate-diner-deify-decim,4,False,True
decko,slate-diner-decoy-decko,4,False,True
decks,slate-runes-chess-wiped-decks,5,True,True
decor,slate-diner-decor,3,True,True
decos,slate-runes-chess-wiped-decks-decos,6,False,True
decoy,slate-diner-decoy,3,True,True
decry,slate-diner-derby-decry,4,True,True
decyl,slate-never-bough-jelly-decyl,5,False,True
dedal,slate-rangy-medal-pedal-dedal,5,False,True
deeds,slate-runes-chess-dweeb-deeds,5,True,True
deedy,slate-diner-decoy-debby-deedy,5,False,True
deely,slate-never-leech-deely,4,False,True
deems,slate-runes-chess-dweeb-deeds-deems,6,True,True
deens,slate-runes-peeve-needs-deens,5,False,True
deeps,slate-runes-chess-dweeb-deeds-deems-deeps,7,False,False
deere,slate-doing-deuce-debye-deere,5,False,True
deers,slate-runes-press-verbs-jeers-deers,6,False,True
deets,slate-testy-grind-debts-deets,5,False,True
deeve,slate-doing-deuce-debye-deere-deeve,6,False,True
deevs,slate-runes-chess-dweeb-deeds-deems-deeps-deevs,8,False,False
defat,slate-treed-defat,3,False,True
defer,slate-diner-zippy-defer,4,True,True
deffo,slate-diner-decoy-deffo,4,False,True
defis,slate-runes-chess-demos-defis,5,False,True
defog,slate-diner-decoy-defog,4,True,True
degas,slate-ashen-resaw-degas,4,True,True
degum,slate-diner-decoy-debug-degum,5,False,True
degus,slate-runes-feuds-debus-degus,5,False,True
deice,slate-doing-drive-deice,4,False,True
deids,slate-runes-chess-demos-defis-deids,6,False,True
deify,slate-diner-deify,3,True,True
